Temperature[C],Humidity[%],Pressure[hPa],CO(V),Fire Alarm
-4.688,48.01,937.356,0.72,0
-4.693,48.07,937.369,0.619,0
-4.699,48.02,937.365,0.167,0
-4.705,48.13,937.375,0.596,0
-4.71,48.09,937.376,0.362,0
-4.716,47.06,937.368,0.073,0
-4.722,45.99,937.357,0.013,0
-4.727,45.13,937.354,0.123,0
-4.733,44.42,937.358,0.079,0
-4.739,43.95,937.366,0.296,0
-4.744,43.52,937.367,0.878,0
-4.75,43.16,937.349,0.935,0
-4.755,42.9,937.36,0.782,0
-4.761,42.7,937.351,0.504,0
-4.766,42.55,937.344,0.483,0
-4.772,42.4,937.351,0.138,0
-4.778,42.24,937.351,0.54,0
-4.783,42.14,937.359,0.238,0
-4.789,42.04,937.354,0.916,0
-4.794,41.93,937.358,0.39,0
-4.8,41.88,937.363,0.532,0
-4.805,41.8,937.359,0.638,0
-4.811,41.7,937.352,0.635,0
-4.816,41.64,937.347,0.023,0
-4.822,41.63,937.346,0.546,0
-4.827,41.53,937.351,0.756,0
-4.833,41.47,937.342,0.175,0
-4.838,41.45,937.344,0.524,0
-4.843,41.43,937.346,0.648,0
-4.849,41.38,937.343,0.585,0
-4.854,41.33,937.349,0.865,0
-4.86,41.24,937.352,0.477,0
-4.865,41.23,937.353,0.75,0
-4.87,41.2,937.354,0.659,0
-4.876,41.26,937.354,0.21,0
-4.881,42.22,937.362,0.626,0
-4.886,43.31,937.358,0.251,0
-4.891,44.07,937.362,0.804,0
-4.897,44.72,937.363,0.795,0
-4.902,45.21,937.37,0.444,0
-4.907,45.62,937.362,0.815,0
-4.912,45.97,937.354,0.908,0
-4.917,46.19,937.357,0.929,0
-4.922,46.45,937.35,0.952,0
-4.928,46.64,937.356,0.895,0
-4.933,46.85,937.357,0.677,0
-4.938,46.96,937.355,0.473,0
-4.943,47.11,937.348,0.878,0
-4.948,47.23,937.348,0.954,0
-4.953,47.3,937.345,0.403,0
-4.958,47.43,937.353,0.743,0
-4.963,47.54,937.347,0.023,0
-4.968,47.63,937.345,0.027,0
-4.972,47.66,937.329,0.323,0
-4.977,47.76,937.325,0.108,0
-4.982,47.83,937.33,0.544,0
-4.987,47.85,937.333,0.411,0
-4.992,47.92,937.336,0.675,0
-4.996,47.96,937.343,0.841,0
-5.001,48.05,937.334,0.008,0
-5.006,48.12,937.347,0.335,0
-5.01,48.14,937.336,0.568,0
-5.015,48.18,937.34,0.959,0
-5.02,48.22,937.34,0.807,0
-5.024,48.17,937.347,0.458,0
-5.029,47.14,937.358,0.282,0
-5.033,46.1,937.365,0.27,0
-5.038,45.17,937.366,0.67,0
-5.042,44.5,937.36,0.935,0
-5.046,43.94,937.348,0.92,0
-5.051,43.57,937.342,0.634,0
-5.055,43.21,937.348,0.785,0
-5.059,42.96,937.344,0.073,0
-5.063,42.75,937.343,0.767,0
-5.068,42.57,937.348,0.532,0
-5.072,42.41,937.353,0.783,0
-5.076,42.26,937.368,0.833,0
-5.08,42.19,937.365,0.789,0
-5.084,42.06,937.353,0.429,0
-5.088,42.02,937.348,0.378,0
-5.092,41.9,937.353,0.609,0
-5.096,41.82,937.355,0.461,0
-5.1,41.77,937.351,0.395,0
-5.104,41.68,937.344,0.216,0
-5.107,41.61,937.343,0.772,0
-5.111,41.57,937.345,0.386,0
-5.115,41.52,937.34,0.743,0
-5.119,41.49,937.349,0.422,0
-5.122,41.43,937.346,0.109,0
-5.126,41.37,937.343,0.883,0
-5.129,41.32,937.344,0.228,0
-5.133,41.34,937.347,0.422,0
-5.136,41.31,937.347,0.514,0
-5.14,41.24,937.354,0.743,0
-5.143,41.33,937.345,0.492,0
-5.146,42.31,937.343,0.984,0
-5.15,43.32,937.342,0.859,0
-5.153,44.14,937.346,0.36,0
-5.156,44.83,937.337,0.775,0
-5.159,45.29,937.342,0.074,0
-5.162,45.7,937.346,0.551,0
-5.165,46.05,937.356,0.079,0
-5.168,46.31,937.351,0.067,0
-5.171,46.54,937.344,0.002,0
-5.174,46.7,937.345,0.202,0
-5.177,46.91,937.353,0.977,0
-5.18,47.02,937.348,0.571,0
-5.182,47.15,937.342,0.218,0
-5.185,47.29,937.344,0.827,0
-5.187,47.39,937.332,0.617,0
-5.19,47.45,937.334,0.834,0
-5.192,47.55,937.338,0.495,0
-5.195,47.66,937.334,0.585,0
-5.197,47.76,937.336,0.018,0
-5.2,47.8,937.331,0.135,0
-5.202,47.85,937.333,0.741,0
-5.204,47.89,937.336,0.268,0
-5.206,47.95,937.331,0.621,0
-5.208,47.99,937.349,0.337,0
-5.21,48.05,937.361,0.306,0
-5.212,48.07,937.351,0.843,0
-5.214,48.14,937.357,0.253,0
-5.216,48.22,937.358,0.107,0
-5.218,48.31,937.358,0.592,0
-5.22,48.24,937.357,0.119,0
-5.221,47.19,937.369,0.981,0
-5.223,46.08,937.357,0.992,0
-5.224,45.24,937.354,0.089,0
-5.226,44.51,937.346,0.125,0
-5.227,43.97,937.349,0.036,0
-5.229,43.59,937.35,0.023,0
-5.23,43.25,937.361,0.1,0
-5.231,42.97,937.362,0.139,0
-5.232,42.77,937.358,0.033,0
-5.233,42.59,937.354,0.184,0
-5.235,42.46,937.345,0.525,0
-5.235,42.28,937.338,0.249,0
-5.236,42.15,937.347,0.064,0
-5.237,42.07,937.349,0.627,0
-5.238,42.01,937.332,0.381,0
-5.239,41.86,937.34,0.769,0
-5.239,41.82,937.344,0.425,0
-5.24,41.79,937.344,0.848,0
-5.24,41.69,937.336,0.297,0
-5.241,41.61,937.33,0.681,0
-5.241,41.58,937.327,0.146,0
-5.241,41.53,937.334,0.012,0
-5.242,41.47,937.339,0.267,0
-5.242,41.43,937.342,0.984,0
-5.242,41.38,937.337,0.969,0
-5.242,41.34,937.34,0.872,0
-5.242,41.35,937.344,0.078,0
-5.241,41.25,937.344,0.67,0
-5.241,41.29,937.354,0.362,0
-5.241,41.33,937.347,0.808,0
-5.24,42.31,937.338,0.854,0
-5.24,43.31,937.339,0.646,0
-5.239,44.14,937.338,0.766,0
-5.239,44.73,937.33,0.541,0
-5.238,45.25,937.348,0.476,0
-5.237,45.66,937.351,0.547,0
-5.236,46.03,937.355,0.31,0
-5.236,46.25,937.357,0.911,0
-5.235,46.49,937.351,0.293,0
-5.233,46.69,937.361,0.273,0
-5.232,46.84,937.363,0.141,0
-5.231,47.01,937.352,0.011,0
-5.23,47.12,937.35,0.722,0
-5.228,47.26,937.356,0.676,0
-5.227,47.37,937.352,0.418,0
-5.225,47.42,937.357,0.729,0
-5.223,47.54,937.346,0.812,0
-5.222,47.61,937.352,0.24,0
-5.22,47.72,937.356,0.531,0
-5.218,47.8,937.351,0.878,0
-5.216,47.88,937.348,0.953,0
-5.214,47.9,937.349,0.91,0
-5.212,47.97,937.348,0.318,0
-5.209,48.04,937.337,0.016,0
-5.207,48.1,937.328,0.262,0
-5.205,48.1,937.317,0.264,0
-5.202,48.13,937.33,0.641,0
-5.199,48.21,937.331,0.936,0
-5.197,48.24,937.322,0.61,0
-5.194,48.17,937.319,0.666,0
-5.191,47.15,937.303,0.722,0
-5.188,46.05,937.3,0.306,0
-5.185,45.17,937.298,0.645,0
-5.182,44.52,937.287,0.638,0
-5.178,43.99,937.292,0.266,0
-5.175,43.58,937.29,0.644,0
-5.172,43.21,937.286,0.282,0
-5.168,42.97,937.297,0.624,0
-5.165,42.79,937.313,0.451,0
-5.161,42.54,937.315,0.252,0
-5.157,42.43,937.325,0.431,0
-5.153,42.3,937.33,0.466,0
-5.149,42.19,937.331,0.133,0
-5.145,42.11,937.339,0.061,0
-5.141,41.97,937.348,0.06,0
-5.136,41.89,937.342,0.167,0
-5.132,41.88,937.36,0.546,0
-5.128,41.77,937.364,0.352,0
-5.123,41.72,937.36,0.302,0
-5.118,41.63,937.358,0.427,0
-5.113,41.59,937.362,0.332,0
-5.109,41.53,937.357,0.391,0
-5.104,41.5,937.346,0.005,0
-5.098,41.52,937.337,0.244,0
-5.093,41.46,937.337,0.137,0
-5.088,41.41,937.342,0.356,0
-5.083,41.34,937.339,0.816,0
-5.077,41.28,937.341,0.688,0
-5.071,41.28,937.35,0.553,0
-5.066,41.35,937.353,0.075,0
-5.06,42.3,937.339,0.528,0
-5.054,43.35,937.338,0.586,0
-5.048,44.16,937.333,0.067,0
-5.042,44.79,937.32,0.173,0
-5.036,45.26,937.313,0.62,0
-5.029,45.69,937.308,0.751,0
-5.023,46.02,937.324,0.893,0
-5.016,46.33,937.32,0.589,0
-5.01,46.55,937.322,0.029,0
-5.003,46.72,937.329,0.312,0
-4.996,46.89,937.336,0.922,0
-4.989,47.02,937.343,0.408,0
-4.982,47.17,937.342,0.971,0
-4.975,47.26,937.343,0.411,0
-4.967,47.39,937.347,0.771,0
-4.96,47.5,937.334,0.484,0
-4.952,47.59,937.334,0.938,0
-4.945,47.67,937.332,0.877,0
-4.937,47.73,937.327,0.324,0
-4.929,47.81,937.342,0.756,0
-4.921,47.89,937.342,0.955,0
-4.913,47.95,937.341,0.131,0
-4.905,48.0,937.334,0.865,0
-4.896,48.09,937.334,0.186,0
-4.888,48.1,937.34,0.519,0
-4.879,48.16,937.343,0.695,0
-4.87,48.23,937.349,0.204,0
-4.862,48.31,937.352,0.761,0
-4.853,48.27,937.341,0.973,0
-4.844,48.29,937.338,0.027,0
-4.834,47.24,937.324,0.437,0
-4.825,46.13,937.33,0.696,0
-4.816,45.29,937.329,0.086,0
-4.806,44.55,937.329,0.372,0
-4.797,44.02,937.328,0.542,0
-4.787,43.6,937.33,0.919,0
-4.777,43.27,937.32,0.287,0
-4.767,42.97,937.322,0.256,0
-4.757,42.8,937.324,0.713,0
-4.747,42.66,937.313,0.574,0
-4.736,42.47,937.326,0.771,0
-4.726,42.31,937.332,0.815,0
-4.715,42.26,937.324,0.067,0
-4.704,42.09,937.325,0.278,0
-4.693,42.02,937.334,0.918,0
-4.682,41.96,937.338,0.422,0
-4.671,41.86,937.327,0.296,0
-4.66,41.78,937.325,0.484,0
-4.649,41.74,937.326,0.576,0
-4.637,41.7,937.34,0.557,0
-4.625,41.6,937.338,0.479,0
-4.614,41.55,937.35,0.088,0
-4.602,41.54,937.351,0.974,0
-4.59,41.49,937.359,0.591,0
-4.577,41.43,937.351,0.852,0
-4.565,41.41,937.354,0.612,0
-4.553,41.34,937.353,0.73,0
-4.54,41.33,937.342,0.046,0
-4.527,41.27,937.335,0.704,0
-4.515,41.32,937.334,0.02,0
-4.502,42.28,937.333,0.962,0
-4.489,43.34,937.343,0.576,0
-4.475,44.19,937.336,0.771,0
-4.462,44.8,937.328,0.601,0
-4.449,45.32,937.337,0.247,0
-4.435,45.71,937.343,0.871,0
-4.421,46.06,937.34,0.826,0
-4.407,46.3,937.347,0.811,0
-4.393,46.51,937.345,0.17,0
-4.379,46.71,937.345,0.195,0
-4.365,46.88,937.351,0.728,0
-4.35,47.03,937.344,0.312,0
-4.336,47.13,937.328,0.695,0
-4.321,47.29,937.314,0.421,0
-4.306,47.38,937.308,0.662,0
-4.291,47.5,937.308,0.643,0
-4.276,47.57,937.311,0.65,0
-4.261,47.63,937.318,0.075,0
-4.245,47.79,937.319,0.621,0
-4.23,47.83,937.32,0.158,0
-4.214,47.89,937.325,0.533,0
-4.198,47.94,937.336,0.344,0
-4.182,47.99,937.332,0.164,0
-4.166,48.07,937.326,0.96,0
-4.15,48.12,937.322,0.034,0
-4.133,48.19,937.324,0.488,0
-4.117,48.17,937.335,0.488,0
-4.1,48.27,937.333,0.012,0
-4.083,48.33,937.341,0.355,0
-4.066,48.28,937.349,0.262,0
-4.049,47.22,937.343,0.686,0
-4.031,46.11,937.345,0.031,0
-4.014,45.28,937.349,0.949,0
-3.996,44.58,937.338,0.773,0
-3.979,44.07,937.331,0.425,0
-3.961,43.67,937.327,0.221,0
-3.943,43.31,937.331,0.962,0
-3.924,43.07,937.334,0.322,0
-3.906,42.87,937.331,0.561,0
-3.887,42.64,937.319,0.512,0
-3.869,42.5,937.317,0.019,0
-3.85,42.34,937.314,0.028,0
-3.831,42.25,937.319,0.027,0
-3.812,42.16,937.319,0.111,0
-3.793,42.04,937.316,0.454,0
-3.773,41.96,937.309,0.127,0
-3.754,41.87,937.314,0.228,0
-3.734,41.82,937.313,0.415,0
-3.714,41.77,937.319,0.411,0
-3.694,41.7,937.331,0.511,0
-3.674,41.67,937.322,0.675,0
-3.653,41.61,937.322,0.625,0
-3.633,41.54,937.323,0.642,0
-3.612,41.49,937.314,0.312,0
-3.591,41.44,937.318,0.355,0
-3.57,41.43,937.31,0.48,0
-3.549,41.34,937.321,0.755,0
-3.528,41.31,937.32,0.856,0
-3.506,41.27,937.331,0.652,0
-3.484,41.38,937.328,0.131,0
-3.463,42.31,937.324,0.046,0
-3.441,43.34,937.319,0.458,0
-3.419,44.19,937.324,0.122,0
-3.396,44.8,937.318,0.468,0
-3.374,45.32,937.32,0.404,0
-3.351,45.73,937.33,0.454,0
-3.328,46.07,937.32,0.015,0
-3.305,46.37,937.328,0.904,0
-3.282,46.58,937.341,0.404,0
-3.259,46.74,937.337,0.558,0
-3.236,46.96,937.323,0.069,0
-3.212,47.13,937.321,0.489,0
-3.188,47.23,937.322,0.661,0
-3.164,47.32,937.327,0.573,0
-3.14,47.45,937.345,0.33,0
-3.116,47.52,937.353,0.609,0
-3.091,47.66,937.346,0.553,0
-3.067,47.71,937.351,0.54,0
-3.042,47.77,937.346,0.255,0
-3.017,47.89,937.339,0.083,0
-2.992,47.9,937.331,0.987,0
-2.966,47.99,937.331,0.034,0
-2.941,48.04,937.323,0.719,0
-2.915,48.14,937.315,0.435,0
-2.889,48.14,937.316,0.599,0
-2.863,48.21,937.308,0.768,0
-2.837,48.24,937.311,0.375,0
-2.811,48.29,937.322,0.921,0
-2.784,48.38,937.334,0.786,0
-2.758,48.32,937.336,0.208,0
-2.731,47.28,937.33,0.461,0
-2.704,46.19,937.34,0.581,0
-2.676,45.31,937.337,0.391,0
-2.649,44.64,937.328,0.506,0
-2.622,44.11,937.324,0.542,0
-2.594,43.68,937.321,0.319,0
-2.566,43.34,937.324,0.221,0
-2.538,43.08,937.311,0.62,0
-2.51,42.87,937.313,0.766,0
-2.481,42.65,937.305,0.318,0
-2.453,42.53,937.309,0.756,0
-2.424,42.41,937.324,0.438,0
-2.395,42.28,937.331,0.086,0
-2.366,42.16,937.333,0.211,0
-2.337,42.1,937.33,0.018,0
-2.308,41.96,937.325,0.818,0
-2.278,41.93,937.332,0.953,0
-2.249,41.87,937.325,0.5,0
-2.219,41.8,937.341,0.394,0
-2.189,41.73,937.338,0.863,0
-2.159,41.69,937.343,0.637,0
-2.128,41.65,937.336,0.258,0
-2.098,41.63,937.331,0.414,0
-2.067,41.58,937.323,0.51,0
-2.037,41.47,937.322,0.972,0
-2.006,41.48,937.318,0.608,0
-1.975,41.43,937.322,0.812,0
-1.944,41.41,937.336,0.447,0
-1.912,41.42,937.336,0.756,0
-1.881,41.46,937.325,0.822,0
-1.849,42.41,937.326,0.379,0
-1.817,43.44,937.313,0.797,0
-1.785,44.26,937.327,0.817,0
-1.753,44.88,937.333,0.186,0
-1.721,45.42,937.332,0.663,0
-1.689,45.84,937.329,0.514,0
-1.656,46.2,937.327,0.225,0
-1.623,46.49,937.32,0.972,0
-1.591,46.73,937.305,0.547,0
-1.558,46.98,937.304,0.769,0
-1.524,47.16,937.299,0.593,0
-1.491,47.36,937.3,0.493,0
-1.458,47.56,937.298,0.05,0
-1.424,47.62,937.317,0.781,0
-1.391,47.7,937.329,0.415,0
-1.357,47.82,937.329,0.403,0
-1.323,47.91,937.331,0.269,0
-1.289,47.92,937.33,0.443,0
-1.254,48.05,937.337,0.736,0
-1.22,48.09,937.341,0.01,0
-1.186,48.18,937.349,0.455,0
-1.151,48.24,937.323,0.477,0
-1.116,48.36,937.331,0.354,0
-1.081,48.56,937.325,0.375,0
-1.046,48.63,937.338,0.044,0
-1.011,48.67,937.341,0.054,0
-0.976,48.74,937.345,0.708,0
-0.94,48.83,937.35,0.67,0
-0.905,48.86,937.334,0.162,0
-0.869,48.85,937.332,0.995,0
-0.833,47.76,937.32,0.409,0
-0.797,46.63,937.323,0.079,0
-0.761,45.77,937.327,0.401,0
-0.725,45.1,937.326,0.7,0
-0.688,44.57,937.334,0.684,0
-0.652,44.19,937.338,0.2,0
-0.615,43.88,937.339,0.242,0
-0.578,43.63,937.34,0.026,0
-0.542,43.44,937.344,0.859,0
-0.505,43.26,937.334,0.541,0
-0.467,43.09,937.335,0.577,0
-0.43,42.95,937.334,0.943,0
-0.393,42.77,937.324,0.926,0
-0.355,42.69,937.329,0.296,0
-0.318,42.63,937.331,0.173,0
-0.28,42.52,937.337,0.04,0
-0.242,42.45,937.338,0.014,0
-0.204,42.35,937.35,0.56,0
-0.166,42.33,937.347,0.982,0
-0.128,42.2,937.344,0.126,0
-0.09,42.2,937.335,0.281,0
-0.051,42.17,937.335,0.45,0
-0.013,42.09,937.341,0.201,0
0.026,42.0,937.339,0.527,0
0.065,42.01,937.328,0.559,0
0.104,41.94,937.329,0.13,0
0.143,41.91,937.324,0.298,0
0.182,41.84,937.33,0.797,0
0.221,41.85,937.337,0.17,0
0.261,41.88,937.319,0.336,0
0.3,42.85,937.321,0.788,0
0.34,43.92,937.322,0.323,0
0.379,44.67,937.34,0.819,0
0.419,45.33,937.329,0.688,0
0.459,45.81,937.341,0.029,0
0.499,46.27,937.341,0.346,0
0.539,46.56,937.345,0.73,0
0.579,46.8,937.335,0.231,0
0.62,47.08,937.347,0.396,0
0.66,47.26,937.349,0.894,0
0.701,47.45,937.349,0.725,0
0.741,47.57,937.357,0.088,0
0.782,47.72,937.363,0.406,0
0.823,47.83,937.357,0.327,0
0.864,47.98,937.323,0.758,0
0.905,48.04,937.306,0.716,0
0.946,48.16,937.314,0.473,0
0.987,48.23,937.325,0.096,0
1.029,48.33,937.339,0.635,0
1.07,48.37,937.331,0.125,0
1.112,48.46,937.328,0.185,0
1.153,48.53,937.319,0.88,0
1.195,48.57,937.325,0.354,0
1.237,48.59,937.316,0.133,0
1.279,48.65,937.317,0.311,0
1.321,48.71,937.322,0.575,0
1.363,48.76,937.326,0.18,0
1.405,48.78,937.326,0.317,0
1.447,48.87,937.338,0.907,0
1.49,48.8,937.337,0.858,0
1.532,47.71,937.329,0.265,0
1.575,46.68,937.335,0.628,0
1.617,45.73,937.339,0.392,0
1.66,45.05,937.331,0.943,0
1.703,44.56,937.334,0.98,0
1.746,44.15,937.332,0.277,0
1.789,43.82,937.337,0.548,0
1.832,43.57,937.344,0.393,0
1.875,43.3,937.346,0.525,0
1.919,43.12,937.353,0.466,0
1.962,42.97,937.356,0.731,0
2.005,42.84,937.341,0.675,0
2.049,42.74,937.346,0.86,0
2.093,42.63,937.35,0.673,0
2.136,42.51,937.34,0.064,0
2.18,42.48,937.329,0.597,0
2.224,42.38,937.327,0.346,0
2.268,42.31,937.33,0.075,0
2.312,42.27,937.328,0.199,0
2.356,42.19,937.33,0.174,0
2.4,42.1,937.32,0.014,0
2.445,42.06,937.311,0.372,0
2.489,42.04,937.303,0.808,0
2.533,41.99,937.307,0.964,0
2.578,41.94,937.293,0.615,0
2.622,41.9,937.309,0.717,0
2.667,41.84,937.294,0.986,0
2.712,41.84,937.284,0.208,0
2.756,41.81,937.284,0.946,0
2.801,41.94,937.283,0.557,0
2.846,42.87,937.305,0.683,0
2.891,43.97,937.302,0.195,0
2.936,44.72,937.309,0.274,0
2.981,45.39,937.313,0.344,0
3.027,45.93,937.302,0.096,0
3.072,46.37,937.3,0.855,0
3.117,46.71,937.288,0.463,0
3.163,46.93,937.295,0.442,0
3.208,47.23,937.281,0.814,0
3.254,47.41,937.292,0.864,0
3.299,47.57,937.307,0.408,0
3.345,47.71,937.316,0.192,0
3.391,47.88,937.319,0.733,0
3.437,47.97,937.32,0.374,0
3.483,48.13,937.32,0.525,0
3.528,48.19,937.326,0.138,0
3.574,48.3,937.33,0.338,0
3.621,48.39,937.338,0.841,0
3.667,48.43,937.332,0.951,0
3.713,48.53,937.339,0.984,0
3.759,48.59,937.325,0.237,0
3.805,48.64,937.328,0.555,0
3.852,48.68,937.316,0.432,0
3.898,48.77,937.31,0.169,0
3.945,48.78,937.317,0.253,0
3.991,48.83,937.322,0.309,0
4.038,48.88,937.314,0.966,0
4.084,48.89,937.311,0.623,0
4.131,48.97,937.314,0.856,0
4.178,48.9,937.315,0.72,0
4.225,47.85,937.308,0.647,0
4.271,46.71,937.313,0.403,0
4.318,45.8,937.308,0.038,0
4.365,45.16,937.315,0.794,0
4.412,44.6,937.318,0.311,0
4.459,44.2,937.336,0.093,0
4.506,43.92,937.332,0.035,0
4.553,43.62,937.344,0.005,0
4.601,43.4,937.338,0.963,0
4.648,43.17,937.328,0.56,0
4.695,43.06,937.318,0.357,0
4.742,42.93,937.311,0.261,0
4.79,42.8,937.322,0.805,0
4.837,42.7,937.321,0.838,0
4.885,42.62,937.325,0.627,0
4.932,42.55,937.329,0.385,0
4.98,42.48,937.333,0.286,0
5.027,42.42,937.329,0.173,0
5.075,42.38,937.33,0.029,0
5.123,42.3,937.332,0.497,0
5.17,42.22,937.322,0.043,0
5.218,42.21,937.332,0.066,0
5.266,42.16,937.328,0.067,0
5.314,42.11,937.321,0.165,0
5.362,42.06,937.327,0.21,0
5.409,41.98,937.333,0.1,0
5.457,41.98,937.321,0.792,0
5.505,41.93,937.327,0.507,0
5.553,41.86,937.318,0.647,0
5.601,41.91,937.314,0.725,0
5.649,42.91,937.308,0.924,0
5.698,43.96,937.298,0.737,0
5.746,44.79,937.302,0.453,0
5.794,45.41,937.296,0.48,0
5.842,45.92,937.292,0.565,0
5.89,46.35,937.303,0.149,0
5.938,46.71,937.297,0.488,0
5.987,46.95,937.297,0.061,0
6.035,47.23,937.304,0.379,0
6.083,47.4,937.299,0.538,0
6.132,47.62,937.307,0.151,0
6.18,47.71,937.31,0.903,0
6.229,47.91,937.305,0.384,0
6.277,48.0,937.307,0.188,0
6.325,48.1,937.311,0.132,0
6.374,48.2,937.327,0.373,0
6.422,48.29,937.322,0.7,0
6.471,48.38,937.319,0.481,0
6.52,48.46,937.316,0.034,0
6.568,48.55,937.325,0.574,0
6.617,48.59,937.324,0.09,0
6.665,48.66,937.322,0.098,0
6.714,48.74,937.324,0.76,0
6.763,48.77,937.334,0.355,0
6.811,48.82,937.333,0.338,0
6.86,48.84,937.335,0.415,0
6.909,48.9,937.328,0.197,0
6.957,48.98,937.333,0.936,0
7.006,49.0,937.327,0.798,0
7.055,48.99,937.344,0.988,0
7.103,47.91,937.342,0.456,0
7.152,46.82,937.334,0.911,0
7.201,45.92,937.326,0.407,0
7.25,45.26,937.32,0.715,0
7.299,44.72,937.319,0.313,0
7.347,44.27,937.331,0.042,0
7.396,44.0,937.324,0.77,0
7.445,43.71,937.327,0.279,0
7.494,43.5,937.318,0.909,0
7.543,43.3,937.319,0.698,0
7.592,43.09,937.329,0.721,0
7.64,43.02,937.335,0.888,0
7.689,42.89,937.323,0.133,0
7.738,42.75,937.319,0.027,0
7.787,42.73,937.314,0.762,0
7.836,42.61,937.32,0.384,0
7.885,42.5,937.313,0.804,0
7.934,42.48,937.317,0.546,0
7.983,42.37,937.305,0.829,0
8.031,42.3,937.315,0.362,0
8.08,42.23,937.317,0.364,0
8.129,42.2,937.331,0.145,0
8.178,42.17,937.309,0.781,0
8.227,42.1,937.315,0.837,0
8.276,42.07,937.319,0.072,0
8.325,42.02,937.321,0.475,0
8.374,41.96,937.318,0.277,0
8.423,41.92,937.308,0.076,0
8.471,41.86,937.313,0.238,0
8.52,41.98,937.309,0.779,0
8.569,43.0,937.303,0.282,0
8.618,44.01,937.308,0.098,0
8.667,44.8,937.322,0.738,0
8.716,45.45,937.32,0.502,0
8.764,45.96,937.318,0.179,0
8.813,46.38,937.308,0.85,0
8.862,46.72,937.302,0.426,0
8.911,47.01,937.3,0.492,0
8.96,47.22,937.299,0.573,0
9.008,47.41,937.295,0.445,0
9.057,47.59,937.299,0.118,0
9.106,47.77,937.316,0.697,0
9.155,47.86,937.329,0.839,0
9.203,47.93,937.333,0.573,0
9.252,48.07,937.329,0.953,0
9.301,48.21,937.329,0.667,0
9.349,48.26,937.325,0.666,0
9.398,48.36,937.32,0.319,0
9.447,48.47,937.325,0.824,0
9.495,48.52,937.33,0.927,0
9.544,48.59,937.325,0.162,0
9.593,48.68,937.322,0.992,0
9.641,48.72,937.328,0.776,0
9.69,48.79,937.326,0.046,0
9.738,48.81,937.321,0.207,0
9.787,48.89,937.333,0.344,0
9.835,48.95,937.335,0.085,0
9.884,49.02,937.331,0.335,0
9.932,49.06,937.341,0.165,0
9.98,49.03,937.337,0.021,0
10.029,47.98,937.333,0.866,0
10.077,46.85,937.334,0.023,0
10.125,45.89,937.338,0.478,0
10.174,45.24,937.333,0.797,0
10.222,44.7,937.339,0.107,0
10.27,44.33,937.333,0.348,0
10.318,44.01,937.342,0.464,0
10.367,43.75,937.34,0.507,0
10.415,43.52,937.335,0.954,0
10.463,43.36,937.333,0.9,0
10.511,43.17,937.336,0.958,0
10.559,43.09,937.326,0.242,0
10.607,42.91,937.328,0.491,0
10.655,42.84,937.32,0.962,0
10.703,42.77,937.312,0.27,0
10.751,42.66,937.31,0.364,0
10.799,42.6,937.316,0.71,0
10.847,42.5,937.317,0.477,0
10.894,42.42,937.326,0.853,0
10.942,42.39,937.323,0.256,0
10.99,42.34,937.322,0.214,0
11.038,42.29,937.337,0.665,0
11.085,42.24,937.328,0.18,0
11.133,42.18,937.341,0.289,0
11.18,42.12,937.347,0.45,0
11.228,42.07,937.354,0.999,0
11.275,42.07,937.351,0.006,0
11.323,42.03,937.365,0.134,0
11.37,42.0,937.354,0.863,0
11.418,42.03,937.348,0.452,0
11.465,43.03,937.346,0.993,0
11.512,44.09,937.346,0.324,0
11.559,44.88,937.335,0.873,0
11.607,45.54,937.353,0.423,0
11.654,46.02,937.353,0.756,0
11.701,46.46,937.356,0.105,0
11.748,46.8,937.346,0.14,0
11.795,47.05,937.351,0.159,0
11.842,47.28,937.352,0.486,0
11.889,47.47,937.347,0.181,0
11.935,47.66,937.365,0.848,0
11.982,47.82,937.362,0.902,0
12.029,47.97,937.359,0.339,0
12.075,48.1,937.366,0.989,0
12.122,48.19,937.37,0.353,0
12.169,48.28,937.365,0.163,0
12.215,48.34,937.373,0.256,0
12.262,48.44,937.379,0.242,0
12.308,48.48,937.381,0.2,0
12.354,48.59,937.37,0.837,0
12.401,48.63,937.369,0.167,0
12.447,48.69,937.362,0.707,0
12.493,48.72,937.373,0.746,0
12.539,48.79,937.36,0.375,0
12.585,48.86,937.354,0.02,0
12.631,48.93,937.346,0.132,0
12.677,49.02,937.349,0.017,0
12.723,49.04,937.346,0.678,0
12.769,49.04,937.346,0.507,0
12.814,49.05,937.352,0.992,0
12.86,47.97,937.362,0.466,0
12.905,46.83,937.368,0.413,0
12.951,45.97,937.367,0.129,0
12.996,45.23,937.372,0.934,0
13.042,44.76,937.378,0.593,0
13.087,44.37,937.374,0.725,0
13.132,44.04,937.372,0.846,0
13.178,43.78,937.371,0.557,0
13.223,43.56,937.368,0.22,0
13.268,43.36,937.368,0.409,0
13.313,43.18,937.361,0.492,0
13.358,43.04,937.367,0.05,0
13.402,42.96,937.365,0.49,0
13.447,42.84,937.35,0.173,0
13.492,42.71,937.36,0.976,0
13.537,42.66,937.351,0.136,0
13.581,42.56,937.349,0.285,0
13.626,42.46,937.335,0.678,0
13.67,42.48,937.337,0.58,0
13.714,42.43,937.338,0.263,0
13.758,42.32,937.329,0.864,0
13.803,42.33,937.344,0.976,0
13.847,42.28,937.349,0.766,0
13.891,42.2,937.359,0.711,0
13.935,42.12,937.362,0.147,0
